index,debut,pid,src,group,suffix,tag,order
907,2023/09/17,pm649.fCHILL,,Genesect,(Chill Drive),Form,
908,2023/11/03,pm649.fDOUSE,,Genesect,(Douse Drive),Form,
909,2023/01/07,pm650,,Chespin,,,
910,2023/01/07,pm651,,Chespin,,,
911,2023/01/07,pm652,,Chespin,,,
911,,pm652.fMEGA,,Chespin,(Mega),,
912,2023/05/21,pm653,,Fennekin,,,
913,2023/05/21,pm654,,Fennekin,,,
914,2023/05/21,pm655,,Fennekin,,,
914,,pm655.fMEGA,,Fennekin,(Mega),,
915,2021/03/31,pm656,,Froakie,,,
916,2021/04/01,pm657,,Froakie,,,
917,2021/04/02,pm658,,Froakie,,,
917,,pm658.fMEGA,,Froakie,(Mega),,
918,,pm658.fASH,,Froakie,(Ash),,
919,2021/04/04,pm659,,Bunnelby,,,
920,2021/04/04,pm660,,Bunnelby,,,
921,2021/03/06,pm661,,Fletchling,,,
922,2021/03/06,pm662,,Fletchling,,,
923,2021/03/06,pm663,,Fletchling,,,
924,2021/03/07,pm664,,Scatterbug,,,
925,2021/03/08,pm665,,Scatterbug,,,
926,2021/03/09,pm666.fICY_SNOW,,Scatterbug,(Icy Snow),Form,
927,2021/03/09,pm666.fPOLAR,,Scatterbug,(Polar),Form,
928,2021/03/09,pm666.fTUNDRA,,Scatterbug,(Tundra),Form,
929,2021/03/09,pm666.fCONTINENTAL,,Scatterbug,(Continental),Form,
930,2021/03/09,pm666.fGARDEN,,Scatterbug,(Garden),Form,
931,2021/03/09,pm666.fELEGANT,,Scatterbug,(Elegant),Form,
932,2021/03/09,pm666.fMEADOW,,Scatterbug,(Meadow),Form,
933,2021/03/09,pm666.fMODERN,,Scatterbug,(Modern),Form,
934,2021/03/09,pm666.fMARINE,,Scatterbug,(Marine),Form,
935,2021/03/09,pm666.fARCHIPELAGO,,Scatterbug,(Archipelago),Form,
936,2021/03/09,pm666.fHIGH_PLAINS,,Scatterbug,(High Plains),Form,
937,2021/03/09,pm666.fSANDSTORM,,Scatterbug,(Sandstorm),Form,
938,2021/03/09,pm666.fRIVER,,Scatterbug,(River),Form,
939,2021/03/09,pm666.fMONSOON,,Scatterbug,(Monsoon),Form,
940,2021/03/09,pm666.fSAVANNA,,Scatterbug,(Savanna),Form,
941,2021/03/09,pm666.fSUN,,Scatterbug,(Sun),Form,
942,2021/03/09,pm666.fOCEAN,,Scatterbug,(Ocean),Form,
943,2021/03/09,pm666.fJUNGLE,,Scatterbug,(Jungle),Form,
944,,pm666.fFANCY,,Scatterbug,(Fancy),Form,
945,,pm666.fPOKEBALL,,Scatterbug,(Poké Ball),Form,
946,2022/02/01,pm667,,Litleo,,,
947,2022/02/01,pm668,,Litleo,(Male),Gender=♂,
948,2022/02/01,pm668.fFEMALE,,Litleo,(Female),Gender=♀,
949,2024/03/21,pm669.fRED,,Flabebe,(Red Flower),Form,
950,2024/03/21,pm669.fYELLOW,,Flabebe,(Yellow Flower),Form,
951,2024/03/21,pm669.fORANGE,,Flabebe,(Orange Flower),Form,
952,2024/03/21,pm669.fBLUE,,Flabebe,(Blue Flower),Form,
953,2024/03/21,pm669.fWHITE,,Flabebe,(White Flower),Form,
954,2024/03/21,pm670.fRED,,Flabebe,(Red Flower),Form,
955,2024/03/21,pm670.fYELLOW,,Flabebe,(Yellow Flower),Form,
956,2024/03/21,pm670.fORANGE,,Flabebe,(Orange Flower),Form,
957,2024/03/21,pm670.fBLUE,,Flabebe,(Blue Flower),Form,
958,2024/03/21,pm670.fWHITE,,Flabebe,(White Flower),Form,
959,,pm670.fETERNAL,,Flabebe,(Eternal Flower),Form,
960,2024/03/21,pm671.fRED,,Flabebe,(Red Flower),Form,
961,2024/03/21,pm671.fYELLOW,,Flabebe,(Yellow Flower),Form,
962,2024/03/21,pm671.fORANGE,,Flabebe,(Orange Flower),Form,
963,2024/03/21,pm671.fBLUE,,Flabebe,(Blue Flower),Form,
964,2024/03/21,pm671.fWHITE,,Flabebe,(White Flower),Form,
965,2024/03/22,pm672,,Skiddo,,,
966,2024/03/23,pm673,,Skiddo,,,
967,2023/06/16,pm674,,Pancham,,,
968,2023/06/16,pm675,,Pancham,,,
969,2022/09/27,pm676.fNATURAL,,Furfrou,(Natural),Form,
970,2023/02/08,pm676.fHEART,,Furfrou,(Heart Trim),Form,
971,2022/09/27,pm676.fSTAR,,Furfrou,(Star Trim),Form,
972,2022/09/27,pm676.fDIAMOND,,Furfrou,(Diamond Trim),Form,
973,2022/09/27,pm676.fDEBUTANTE,,Furfrou,(Debutante Trim),Form,
974,2022/09/27,pm676.fMATRON,,Furfrou,(Matron Trim),Form,
975,2022/09/27,pm676.fDANDY,,Furfrou,(Dandy Trim),Form,
976,2022/09/27,pm676.fLA_REINE,,Furfrou,(La Reine Trim),Form,
977,2022/09/27,pm676.fKABUKI,,Furfrou,(Kabuki Trim),Form,
978,2022/09/27,pm676.fPHARAOH,,Furfrou,(Pharaoh Trim),Form,
979,2022/02/01,pm677,,Espurr,,,
980,2022/02/01,pm678,,Espurr,(Male),Gender=♂,
981,2022/02/01,pm678.fFEMALE,,Espurr,(Female),Gender=♀,
982,,pm679,,Honedge,,,
983,,pm680,,Honedge,,,
984,,pm681.fSHIELD,,Honedge,(Shield),BattleForm,
984,,pm681.fBLADE,,Honedge,(Blade),BattleForm,
985,2022/09/24,pm682,,Spritzee,,,
986,2022/09/24,pm683,,Spritzee,,,
987,2022/08/05,pm684,,Swirlix,,,
988,2022/08/05,pm685,,Swirlix,,,
989,2022/09/03,pm686,,Inkay,,,
990,2022/09/03,pm687,,Inkay,,,
990,,pm687.fMEGA,,Inkay,(Mega),,
991,2022/05/13,pm688,,Binacle,,,
992,2022/05/13,pm689,,Binacle,,,
993,2023/08/18,pm690,,Skrelp,,,
994,2023/08/18,pm691,,Skrelp,,,
995,2023/06/06,pm692,,Clauncher,,,
996,2023/06/06,pm693,,Clauncher,,,
997,2023/01/27,pm694,,Helioptile,,,
998,2023/01/27,pm695,,Helioptile,,,
999,2023/07/27,pm696,,Tyrunt,,,
1000,2023/07/27,pm697,,Tyrunt,,,
1001,2023/07/27,pm698,,Amaura,,,
1002,2023/07/27,pm699,,Amaura,,,
1003,2021/05/25,pm700,,Eevee,,,
1004,,pm701,,Hawlucha,,,
1004,,pm701.fMEGA,,Hawlucha,(Mega),,
1005,2023/01/10,pm702,,Dedenne,,,
1006,2023/01/11,pm703,,Carbink,,,
1007,2023/08/27,pm704,,Goomy,,,
1008,2023/08/27,pm705,,Goomy,,,
1009,2023/08/27,pm706,,Goomy,,,
1010,,pm705.fHISUIAN,,Goomy_Hisui,(Hisuian),RegionalForm,
1011,,pm706.fHISUIAN,,Goomy_Hisui,(Hisuian),RegionalForm,
1012,,pm707,,Klefki,,,
1013,2023/08/27,pm708,,Phantump,,,
1014,2023/08/27,pm709,,Phantump,,,
1015,2023/08/04,pm710.fSMALL,,Pumpkaboo,(Small),Form,
1016,2023/08/04,pm710.fAVERAGE,,Pumpkaboo,(Average),Form,
1017,2023/08/04,pm710.fLARGE,,Pumpkaboo,(Large),Form,
1018,2023/08/04,pm710.fSUPER,,Pumpkaboo,(Super),Form,
1019,2023/08/04,pm711.fSMALL,,Pumpkaboo,(Small),Form,
1020,2023/08/04,pm711.fAVERAGE,,Pumpkaboo,(Average),Form,
1021,2023/08/04,pm711.fLARGE,,Pumpkaboo,(Large),Form,
1022,2023/08/04,pm711.fSUPER,,Pumpkaboo,(Super),Form,
1023,2022/12/23,pm712,,Bergmite,,,
1024,2022/12/23,pm713,,Bergmite,,,
1025,2022/12/23,pm713.fHISUIAN,,Bergmite_Hisui,(Hisuian),RegionalForm,
1026,2022/10/20,pm714,,Noibat,,,
1027,2022/10/20,pm715,,Noibat,,,
1028,2022/10/08,pm716,,Xerneas,,,
1029,2022/09/27,pm717,,Yveltal,,,
1030,,pm718.fTEN_PERCENT,,Zygarde,(10%),Form,
1031,,pm718.fFIFTY_PERCENT,,Zygarde,(50%),Form,
1032,,pm718.fCOMPLETE,,Zygarde,(Complete),Form,
1033,,pm719,,Diancie,,,
1033,,pm719.fMEGA,,Diancie,(Mega),,
1034,,pm720.fCONFINED,,Hoopa,(Confined),Form,
1035,,pm720.fUNBOUND,,Hoopa,(Unbound),Form,
1036,,pm721,,Volcanion,,,
1037,2024/01/06,pm722,,Rowlet,,,
1038,2024/01/06,pm723,,Rowlet,,,
1039,2024/01/06,pm724,,Rowlet,,,
1040,2024/02/11,pm724.fHISUIAN,,Rowlet_Hisui,(Hisuian),RegionalForm,
1041,2024/03/16,pm725,,Litten,,,
1042,2024/03/16,pm726,,Litten,,,
1043,2024/03/16,pm727,,Litten,,,
1044,2024/08/31,pm728,,Popplio,,,
1045,2024/08/31,pm729,,Popplio,,,
1046,2024/08/31,pm730,,Popplio,,,
1047,2025/11/30,pm731,,Pikipek,,,
1048,2025/11/30,pm732,,Pikipek,,,
1049,2025/11/30,pm733,,Pikipek,,,
1050,2022/03/01,pm734,,Yungoos,,,
1051,2022/03/01,pm735,,Yungoos,,,
1052,2023/09/23,pm736,,Grubbin,,,
1053,2023/09/23,pm737,,Grubbin,,,
1054,2023/09/23,pm738,,Grubbin,,,
1055,2024/06/14,pm739,,Crabrawler,,,
1056,2024/06/14,pm740,,Crabrawler,,,
1057,2024/02/13,pm741.fBAILE,,Oricorio,(Baile Style),Form,
1058,2024/02/13,pm741.fPOMPOM,,Oricorio,(Pom-Pom Style),Form,
1059,2024/02/13,pm741.fPAU,,Oricorio,(Pa'u Style),Form,
1060,2024/02/13,pm741.fSENSU,,Oricorio,(Sensu Style),Form,
1061,2024/01/13,pm742,,Cutiefly,,,
1062,2024/01/13,pm743,,Cutiefly,,,
1063,2022/03/01,pm744,,Rockruff,,,
1064,2022/03/01,pm745.fMIDDAY,,Rockruff,(Midday),Form,
1065,2021/03/01,pm745.fMIDNIGHT,,Rockruff,(Midnight),Form,
1066,2023/01/06,pm745.fDUSK,,Rockruff,(Dusk),Form,
1067,,pm746.fSOLO,,Wishiwashi,(Solo),Form,
1068,,pm746.fSCHOOL,,Wishiwashi,(School),Form,
1069,2024/05/23,pm747,,Mareanie,,,
1070,2024/05/23,pm748,,Mareanie,,,
1071,2024/05/23,pm749,,Mudbray,,,
1072,2024/05/23,pm750,,Mudbray,,,
1073,2022/08/04,pm751,,Dewpider,,,
1074,2022/08/04,pm752,,Dewpider,,,
1075,2023/06/16,pm753,,Fomantis,,,
1076,2023/06/16,pm754,,Fomantis,,,
1077,2023/11/07,pm755,,Morelull,,,
1078,2023/11/07,pm756,,Morelull,,,
1079,2023/11/07,pm757,,Salandit,,,
1080,2023/11/07,pm758,,Salandit,,,
1081,2022/04/23,pm759,,Stufful,,,
1082,2022/04/23,pm760,,Stufful,,,
1083,2022/04/24,pm761,,bounsweet,,,
1084,2022/04/25,pm762,,bounsweet,,,
1085,2022/04/26,pm763,,bounsweet,,,
1086,,pm764,,comfey,,,
1087,2023/08/27,pm765,,oranguru,,,
1088,2023/08/28,pm766,,passimian,,,
1089,2023/08/29,pm767,,wimpod,,,
1090,2023/08/30,pm768,,wimpod,,,
1091,2023/08/31,pm769,,sandygast,,,
1092,2023/09/01,pm770,,sandygast,,,
1093,,pm771,,pyukumuku,,,
1094,,pm772,,type_null,,,
1095,,pm773,,type_null,(Normal),Form,
1096,,pm773.fFIGHTING,,type_null,(Fighting),Form,
1097,,pm773.fFLYING,,type_null,(Flying),Form,
1098,,pm773.fPOISON,,type_null,(Poison),Form,
1099,,pm773.fGROUND,,type_null,(Ground),Form,
1100,,pm773.fROCK,,type_null,(Rock),Form,
1101,,pm773.fBUG,,type_null,(Bug),Form,
1102,,pm773.fGHOST,,type_null,(Ghost),Form,
1103,,pm773.fSTEEL,,type_null,(Steel),Form,
1104,,pm773.fFIRE,,type_null,(Fire),Form,
1105,,pm773.fWATER,,type_null,(Water),Form,
1106,,pm773.fGRASS,,type_null,(Grass),Form,
1107,,pm773.fELECTRIC,,type_null,(Electric),Form,
1108,,pm773.fPSYCHIC,,type_null,(Psychic),Form,
1109,,pm773.fICE,,type_null,(Ice),Form,
1110,,pm773.fDRAGON,,type_null,(Dragon),Form,
1111,,pm773.fDARK,,type_null,(Dark),Form,
1112,,pm773.fFAIRY,,type_null,(Fairy),Form,
1113,,pm774.fMETEOR,,minior,(Meteor),Form,
1114,,pm774.fCORE,,minior,(Core),Form,
1115,2023/06/28,pm775,,komala,,,
1116,2023/06/29,pm776,,turtonator,,,
1117,2023/06/30,pm777,,togedemaru,,,
1118,,pm778.fDISGUISED,,mimikyu,(Disguised),Form,
1119,,pm778.fBUSTED,,mimikyu,(Busted),Form,
1120,2023/01/23,pm779,,bruxish,,,
1121,2023/01/24,pm780,,drampa,,,
1122,,pm781,,dhelmise,,,
1123,2023/01/23,pm782,,jangmo_o,,,
1124,2023/01/24,pm783,,jangmo_o,,,
1125,2023/01/25,pm784,,jangmo_o,,,
1126,2023/01/26,pm785,,tapu_koko,,,
1127,2023/02/08,pm786,,tapu_lele,,,
1128,2023/04/17,pm787,,tapu_bulu,,,
1129,2023/05/11,pm788,,tapu_fini,,,
1130,,pm789,,cosmog,,,
1131,,pm790,,cosmog,,,
1132,,pm791,,cosmog,,,
1133,,pm792,,cosmog,,,
1134,2023/06/16,pm793,,nihilego,,,
1135,2023/06/17,pm794,,buzzwole,,,
1136,2023/06/18,pm795,,pheromosa,,,
1137,2023/06/19,pm796,,xurkitree,,,
1138,2023/06/20,pm797,,celesteela,,,
1139,2023/06/21,pm798,,kartana,,,
1140,2023/06/22,pm799,,guzzlord,,,
1141,2023/06/23,pm800,,necrozma,,Form,
1142,2024/05/30,pm800.fDUSK_MANE,,necrozma,(Dusk Mane),Form,
1143,2024/05/30,pm800.fDAWN_WINGS,,necrozma,(Dawn Wings),Form,
1144,,pm800.fULTRA,,necrozma,(Ultra),Form,
1145,,pm801,,magearna,,Form,
1146,,pm801.ORIGINAL_COLOR,,magearna,(Original Color),Form,
1147,,pm802,,marshadow,,,
1148,,pm803,,poipole,,,
1149,,pm804,,poipole,,,
1150,2019/02/02,pm805,,stakataka,,,
1151,2019/02/03,pm806,,blacephalon,,,
1152,,pm807,,zeraora,,,
1153,2019/02/05,pm808,,Meltan,,,
1154,2019/02/05,pm809,,Meltan,,,
1155,,pm809.fGIGANTAMAX,,Meltan,(G-Max),,
1156,,pm810,,grookey,,,
1157,,pm811,,grookey,,,
1158,,pm812,,grookey,,,
1159,,pm812.fGIGANTAMAX,,grookey,(G-Max),,
1160,,pm813,,scorbunny,,,
1161,,pm814,,scorbunny,,,
1162,,pm815,,scorbunny,,,
1163,,pm815.fGIGANTAMAX,,scorbunny,(G-Max),,
1164,,pm816,,sobble,,,
1165,,pm817,,sobble,,,
1166,,pm818,,sobble,,,
1167,,pm818.fGIGANTAMAX,,sobble,(G-Max),,
1168,2024/09/03,pm819,,skwovet,,,
1169,2024/09/04,pm820,,skwovet,,,
1170,2024/09/05,pm821,,rookidee,,,
1171,2024/09/06,pm822,,rookidee,,,
1172,2024/09/07,pm823,,rookidee,,,
1173,,pm823.fGIGANTAMAX,,rookidee,(G-Max),,
1174,,pm824,,blipbug,,,
1175,,pm825,,blipbug,,,
1176,,pm826,,blipbug,,,
1177,,pm826.fGIGANTAMAX,,blipbug,(G-Max),,
1178,,pm827,,nickit,,,
1179,,pm828,,nickit,,,
1180,,pm829,,gossifleur,,,
1181,,pm830,,gossifleur,,,
1182,2024/09/03,pm831,,wooloo,,,
1183,2024/09/04,pm832,,wooloo,,,
1184,,pm833,,chewtle,,,
1185,,pm834,,chewtle,,,
1186,,pm834.fGIGANTAMAX,,chewtle,(G-Max),,
1187,,pm835,,yamper,,,
1188,,pm836,,yamper,,,
1189,,pm837,,rolycoly,,,
1190,,pm838,,rolycoly,,,
1191,,pm839,,rolycoly,,,
1192,,pm839.fGIGANTAMAX,,rolycoly,(G-Max),,
1193,,pm840,,applin,,,
1194,,pm841,,applin,,,
1195,,pm841.fGIGANTAMAX,,applin,(G-Max),,
1196,,pm842,,applin,,,
1197,,pm842.fGIGANTAMAX,,applin,(G-Max),,
1198,,pm843,,silicobra,,,
1199,,pm844,,silicobra,,,
1200,,pm844.fGIGANTAMAX,,silicobra,(G-Max),,
1201,,pm845,,cramorant,,Form,
1202,,pm845.fGULPING,,cramorant,(Gulping),Form,
1203,,pm845.fGORGING,,cramorant,(Gorging),Form,
1204,,pm846,,arrokuda,,,
1205,,pm847,,arrokuda,,,
1206,2024/11/17,pm848,,toxel,,,
1207,2024/11/18,pm849.fLOW_KEY,,toxel,(Low Key),Form,
1208,2024/11/19,pm849.fAMPED,,toxel,(Amped),Form,
1209,2024/11/20,pm849.fGIGANTAMAX,,toxel,(G-Max),,
1210,,pm850,,sizzlipede,,,
1211,,pm851,,sizzlipede,,,
1212,,pm851.fGIGANTAMAX,,sizzlipede,(G-Max),,
1213,,pm852,,clobbopus,,,
1214,,pm853,,clobbopus,,,
1215,,pm854.fPHONY,,sinistea,(Phony),Form,
1216,,pm854.fANTIQUE,,sinistea,(Antique),Form,
1217,,pm855.fPHONY,,sinistea,(Phony),Form,
1218,,pm855.fANTIQUE,,sinistea,(Antique),Form,
1219,2025/11/06,pm856,,hatenna,,,
1220,2025/11/06,pm857,,hatenna,,,
1221,2025/11/06,pm858,,hatenna,,,
1222,2025/11/06,pm858.fGIGANTAMAX,,hatenna,(G-Max),,
1223,2025/11/06,pm859,https://i.ibb.co/Y7bwv7yB/pm859-s-icon-332.png,impidimp,,,
1224,2025/11/06,pm860,https://i.ibb.co/TMCNPzYB/pm860-s-icon-166.png,impidimp,,,
1225,2025/11/06,pm861,https://i.ibb.co/spnwVHgS/pm861-s-icon-440.png,impidimp,,,
1226,2025/11/06,pm861.fGIGANTAMAX,,impidimp,(G-Max),,
1227,2020/05/25,pm862,,Zigzagoon_Galar,,,
1228,2020/05/25,pm863,,Meowth_Galar,,,
1229,2022/11/30,pm864,,Corsola_Galar,,,
1230,2022/11/30,pm865,,Farfetchd_Galar,,,
1231,2022/12/01,pm866,,Mr_Mime_Galar,,,
1232,2022/10/20,pm867,,Yamask_Galar,,,
1233,,pm868,,Milcery,,,
1234,,pm869.fSTRAWBERRY_SWEET,,Milcery,(Strawberry Sweet),Form,
1235,,pm869.fBERRY_SWEET,,Milcery,(Berry Sweet),Form,
1236,,pm869.fLOVE_SWEET,,Milcery,(Love Sweet),Form,
1237,,pm869.fSTAR_SWEET,,Milcery,(Star Sweet),Form,
1238,,pm869.fCLOVER_SWEET,,Milcery,(Clover Sweet),Form,
1239,,pm869.fFLOWER_SWEET,,Milcery,(Flower Sweet),Form,
1240,,pm869.fRIBBON_SWEET,,Milcery,(Ribbon Sweet),Form,
1241,,pm869.fGIGANTAMAX,,Milcery,(G-Max),,
1242,2024/09/10,pm870,,Falinks,,,
1243,,pm871,,Pincurchin,,,
1244,,pm872,,Snom,,,
1245,,pm873,,Snom,,,
1246,,pm874,,Stonjourner,,,
1247,,pm875.fICE_FACE,,Eiscue,(Ice Face),Form,
1248,,pm875.fNOICE_FACE,,Eiscue,(Noice Face),Form,
1249,2025/09/16,pm876.fMALE,https://i.ibb.co/zTMPS0FS/pm876-f-MALE-s-icon-8768352589143136551.png,Indeedee,(Male),Gender=♂,
1250,2025/09/16,pm876.fFEMALE,https://i.ibb.co/3mCR6Znp/pm876-f-FEMALE-s-icon-4052902855359953147.png,Indeedee,(Female),Gender=♀,
1251,,pm877.fFULL_BELLY,,Morpeko,(Full Belly Mode),BattleForm,
1251,,pm877.fHANGRY,,Morpeko,(Hangry Mode),BattleForm,
1252,,pm878,,Cufant,,,
1253,,pm879,,Cufant,,,
1254,,pm879.fGIGANTAMAX,,Cufant,(G-Max),,
1255,,pm880,,Dracozolt,,,
1256,,pm881,,Arctozolt,,,
1257,,pm882,,Dracovish,,,
1258,,pm883,,Arctovish,,,
1259,2025/09/30,pm884,https://i.ibb.co/tw3Mg6Jv/pm884-s-icon-7322191910364585254.png,Duraludon,,,
1260,,pm884.fGIGANTAMAX,,Duraludon,(G-Max),,
1261,,pm885,,Dreepy,,,
1262,,pm886,,Dreepy,,,
1263,,pm887,,Dreepy,,,
1264,2024/09/20,pm888.fHERO,,Zacian,(Hero of Many Battles),Form,
1265,2025/05/30,pm888.fCROWNED_SWORD,,Zacian,(Crowned Sword),Form,
1266,2024/09/20,pm889.fHERO,,Zamazenta,(Hero of Many Battles),Form,
1267,2025/05/30,pm889.fCROWNED_SHIELD,,Zamazenta,(Crowned Shield),Form,
1268,,pm890,,Eternatus,,,
1269,,pm890.fETERNAMAX,,Eternatus,(Eternamax),,
1270,,pm891,,Kubfu,,,
1271,,pm892.fSINGLE_STRIKE,,Kubfu,(Single Strike Style),Form,
1272,,pm892.fGIGANTAMAX,https://raw.githubusercontent.com/PokeMiners/pogo_assets/refs/heads/master/Images/Pokemon%20-%20256x256/Addressable%20Assets/pm892.fBREAD_DOUGH_MODE.s.icon.png,Kubfu,(G-Max Single Strike Style),Form,
1273,,pm892.fRAPID_STRIKE,,Kubfu,(Rapid Strike Style),Form,
1274,,pm892.fGIGANTAMAX,https://raw.githubusercontent.com/PokeMiners/pogo_assets/refs/heads/master/Images/Pokemon%20-%20256x256/Addressable%20Assets/pm892.fBREAD_DOUGH_MODE_2.s.icon.png,Kubfu,(G-Max Rapid Strike Style),Form,
1275,,pm893,,Zarude,,,
1276,2024/11/27,pm894,,Regieleki,,,
1277,2024/11/27,pm895,,Regidrago,,,
1278,,pm896,,Glastrier,,,
1279,,pm897,,Spectrier,,,
1280,,pm898,,Calyrex,,Form,
1281,,pm898.fICE_RIDER,,Calyrex,(Ice Rider),Form,
1282,,pm898.fSHADOW_RIDER,,Calyrex,(Shadow Rider),Form,
1283,2023/12/24,pm899,,Stantler,,,
1284,2023/05/06,pm900,,Scyther,,,
1285,2023/05/06,pm901,,Teddiursa,,Form,
1286,,pm901.fBLOODMOON,,Teddiursa,(Bloodmoon),Form,
1287,,pm902.fMALE,,Basculin,(Male),Gender=♂,
1288,,pm902.fFEMALE,,Basculin,(Female),Gender=♀,
1289,2023/05/06,pm903,,Sneasel_Hisui,,,
1290,2023/05/06,pm904,,Qwilfish_Hisui,,,
1291,,pm905.fINCARNATE,,Enamorus,(Incarnate),Form,
1292,,pm905.fTHERIAN,,Enamorus,(Therian),Form,
1293,2025/01/01,pm906,,Sprigatito,,,
1294,2025/01/01,pm907,,Sprigatito,,,
1295,2025/01/01,pm908,,Sprigatito,,,
1296,2025/01/01,pm909,,Fuecoco,,,
1297,2025/01/01,pm910,,Fuecoco,,,
1298,2025/01/01,pm911,,Fuecoco,,,
1299,2025/01/01,pm912,,Quaxly,,,
1300,2025/01/01,pm913,,Quaxly,,,
1301,2025/01/01,pm914,,Quaxly,,,
1302,2023/09/05,pm915,,Lechonk,,,
1303,2023/09/05,pm916,,Lechonk,(Male),Gender=♂,
1304,2023/09/05,pm916.fFEMALE,,Lechonk,(Female),Gender=♀,
1305,,pm917,,Tarountula,,,
1306,,pm918,,Tarountula,,,
1307,2025/01/01,pm919,,Nymble,,,
1308,2025/01/01,pm920,,Nymble,,,
1309,2025/01/01,pm921,,Pawmi,,,
1310,2025/01/01,pm922,,Pawmi,,,
1311,2025/01/01,pm923,,Pawmi,,,
1312,2025/01/01,pm924,,Tandemaus,,,
1313,2025/01/01,pm925.fFAMILY_OF_FOUR,,Tandemaus,(Family of Four),Form,
1314,2025/01/01,pm925.fFAMILY_OF_THREE,,Tandemaus,(Family of Three),Form,
1315,,pm926,,Fidough,,,
1316,,pm927,,Fidough,,,
1317,2025/01/01,pm928,,Smoliv,,,
1318,2025/01/01,pm929,,Smoliv,,,
1319,2025/01/01,pm930,,Smoliv,,,
1320,,pm931.fGREEN,,Squawkabilly,(Green Plumage),Form,
1321,,pm931.fBLUE,,Squawkabilly,(Blue Plumage),Form,
1322,,pm931.fYELLOW,,Squawkabilly,(Yellow Plumage),Form,
1323,,pm931.fWHITE,,Squawkabilly,(White Plumage),Form,
1324,,pm932,,Nacli,,,
1325,,pm933,,Nacli,,,
1326,,pm934,,Nacli,,,
1327,2025/01/01,pm935,,Charcadet,,,
1328,2025/01/01,pm936,,Charcadet,,,
1329,2025/01/01,pm937,,Charcadet,,,
1330,,pm938,,Tadbulb,,,
1331,,pm939,,Tadbulb,,,
1332,,pm940,,Wattrel,,,
1333,,pm941,,Wattrel,,,
1334,,pm942,,Maschiff,,,
1335,,pm943,,Maschiff,,,
1336,,pm944,,Shroodle,,,
1337,,pm945,,Shroodle,,,
1338,,pm946,,Bramblin,,,
1339,,pm947,,Bramblin,,,
1340,,pm948,,Toedscool,,,
1341,,pm949,,Toedscool,,,
1342,,pm950,,Klawf,,,
1343,,pm951,,Capsakid,,,
1344,,pm952,,Capsakid,,,
1345,,pm953,,Rellor,,,
1346,,pm954,,Rellor,,,
1347,,pm955,,Flittle,,,
1348,,pm956,,Flittle,,,
1349,,pm957,,Tinkatink,,,
1350,,pm958,,Tinkatink,,,
1351,,pm959,,Tinkatink,,,
1352,2025/01/01,pm960,,Wiglett,,,
1353,2025/01/01,pm961,,Wiglett,,,
1354,2023/09/10,pm962,,Bombirdier,,,
1355,,pm963,,Finizen,,,
1356,,pm964.fZERO,,Finizen,(Zero),Form,
1357,,pm964.fHERO,,Finizen,(Hero),Form,
1358,,pm965,,Varoom,,,
1359,,pm966,,Varoom,,,
1360,,pm967,,Cyclizar,,,
1361,,pm968,,Orthworm,,,
1362,,pm969,,Glimmet,,,
1363,,pm970,,Glimmet,,,
1364,,pm971,,Greavard,,,
1365,,pm972,,Greavard,,,
1366,,pm973,,Flamigo,,,
1367,2025/01/01,pm974,,Cetoddle,,,
1368,2025/01/01,pm975,,Cetoddle,,,
1369,,pm976,,Veluza,,,
1370,2025/01/01,pm977,https://i.ibb.co/sptLBcxT/ripdozo-r1-c2-processed-by-imagy.png,Dondozo,,,
1371,,pm978.fCURLY,,Tatsugiri,(Curly),Form,
1372,,pm978.fDROOPY,,Tatsugiri,(Droopy),Form,
1373,,pm978.fSTRETCHY,,Tatsugiri,(Stretchy),Form,
1374,2024/01/19,pm979,,Mankey,,,
1375,2023/11/05,pm980,,Wooper_Paldea,,,
1376,,pm981,,Girafarig,,,
1377,2025/01/01,pm982.fTWO,https://i.ibb.co/zh3Tj9R7/dudunsparce-two.png,Dunsparce,(Two-Segment),Form,
1378,2025/01/01,pm982.fTHREE,https://i.ibb.co/sdpK95C6/dudunsparce-three.png,Dunsparce,(Three-Segment),Form,
1379,2025/01/01,pm983,,Pawniard,,,
1380,,pm984,,Great_Tusk,,,
1381,,pm985,,Scream_Tail,,,
1382,,pm986,,Brute_Bonnet,,,
1383,,pm987,,Flutter_Mane,,,
1384,,pm988,,Slither_Wing,,,
1385,,pm989,,Sandy_Shocks,,,
1386,,pm990,,Iron_Treads,,,
1387,,pm991,,Iron_Bundle,,,
1388,,pm992,,Iron_Hands,,,
1389,,pm993,,Iron_Jugulis,,,
1390,,pm994,,Iron_Moth,,,
1391,,pm995,,Iron_Thorns,,,
1392,2025/01/01,pm996,,Frigibax,,,
1393,2025/01/01,pm997,,Frigibax,,,
1394,2025/01/01,pm998,,Frigibax,,,
1395,2025/01/01,pm999,https://i.ibb.co/jknWcYsj/gimmighoul-roaming.png,Gimmighoul,(Roaming),Form,
1396,,pm999.fCHEST,,Gimmighoul,(Chest),Form,
1397,2025/01/01,pm1000,https://i.ibb.co/DPPCZk7F/gholdengo.png,Gimmighoul,,,
1398,,pm1001,,Wo_Chien,,,
1399,,pm1002,,Chien_Pao,,,
1400,,pm1003,,Ting_Lu,,,
1401,,pm1004,,Chi_Yu,,,
1402,,pm1005,,Roaring_Moon,,,
1403,,pm1006,,Iron_Valiant,,,
